symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
7013.TSE,IHI Corporation ,Japan,Industrial Machinery and Supplies and Components,3222,9594,151,151288000,JPY,"[]"
9989.TSE,Sundrug Co.Ltd. ,Japan,Drug Retail,3214,4884,117,116924000,JPY,"[consumer-50]"
2784.TSE,Alfresa Holdings Corporation ,Japan,Health Care Distributors,3211,19006,194,190636000,JPY,"[]"
9508.TSE,Kyushu Electric Power Company Incorporated ,Japan,Electric Utilities,3210,15777,473,472769984,JPY,"[]"
4403.TSE,NOF Corporation ,Japan,Diversified Chemicals,3206,1487,80,80378304,JPY,"[]"
2371.TW,Tatung Co. Ltd. ,Taiwan,Electrical Components and Equipment,3199,1425,2320,2319869952,TWD,"[]"
383220.KO,F&F Co. Ltd ,South Korea,Apparel Accessories and Luxury Goods,3181,1445,38,38142700,KRW,"[consumer-50]"
3697.TSE,SHIFT Inc. ,Japan,IT Consulting and Other Services,3167,581,18,17635200,JPY,"[]"
3702.TW,WPG Holdings Limited ,Taiwan,Technology Distributors,3160,21424,1679,1679059968,TWD,"[]"
3269.TSE,Advance Residence Investment Corporation ,Japan,Multi-Family Residential REITs,3156,275,1,1430600,JPY,"[]"
3197.TSE,Skylark Holdings Co. Ltd. ,Japan,Restaurants,3152,2296,228,227502000,JPY,"[]"
8252.TSE,Marui Group Co. Ltd. ,Japan,Consumer Finance,3125,1524,189,189346000,JPY,"[consumer-50]"
2331.TSE,Sohgo Security Services Co.Ltd. ,Japan,Security and Alarm Services,3104,3457,506,503012000,JPY,"[]"
2282.TSE,NH Foods Ltd. ,Japan,Packaged Foods and Meats,3091,8787,103,102504000,JPY,"[]"
8111.TSE,Goldwin Inc. ,Japan,Apparel Accessories and Luxury Goods,3035,810,45,45043200,JPY,"[consumer-50]"
9513.TSE,Electric Power Development Co. Ltd. ,Japan,Independent Power Producers and Energy Traders,3024,12449,183,182862000,JPY,"[]"
000720.KO,Hyundai Engineering & Construction Co. Ltd. ,South Korea,Construction and Engineering,3020,18760,112,111356000,KRW,"[]"
4004.TSE,Resonac Holdings Corporation ,Japan,Diversified Chemicals,2966,9356,181,181116992,JPY,"[]"
5929.TSE,Sanwa Holdings Corporation ,Japan,Building Products,2957,4159,221,221015008,JPY,"[]"
5110.TSE,Sumitomo Rubber Industries Ltd. ,Japan,Tires and Rubber,2954,7938,263,263008000,JPY,"[]"
4088.TSE,Air Water Inc. ,Japan,Industrial Gases,2898,6987,228,227352000,JPY,"[]"
3132.TSE,Macnica Holdings Inc. ,Japan,Technology Distributors,2891,7376,61,60557000,JPY,"[]"
2449.TW,King Yuan Electronics Co. Ltd. ,Taiwan,Semiconductors,2886,1085,1223,1222739968,TWD,"[]"
7282.TSE,Toyoda Gosei Co. Ltd. ,Japan,Automotive Parts and Equipment,2885,6928,130,129502000,JPY,"[]"
9024.TSE,Seibu Holdings Inc. ,Japan,Rail Transportation,2873,3052,301,300980000,JPY,"[]"
3293.TWO,International Games System Co.Ltd. ,Taiwan,Interactive Home Entertainment,2853,416,141,140900992,TWD,"[consumer-50]"
028300.KQ,HLB Co. Ltd. ,South Korea,Health Care Supplies,2850,61,129,39138300,KRW,"[]"
3533.TW,Lotes Co. Ltd ,Taiwan,Electronic Components,2846,826,111,111330000,TWD,"[tech-100]"
3774.TSE,Internet Initiative Japan Inc. ,Japan,Integrated Telecommunication Services,2838,1770,177,176768992,JPY,"[]"
4182.TSE,Mitsubishi Gas Chemical Company Inc. ,Japan,Diversified Chemicals,2817,5355,205,204578000,JPY,"[]"
4530.TSE,Hisamitsu Pharmaceutical Co. Inc. ,Japan,Pharmaceuticals,2816,959,78,77495504,JPY,"[]"
4912.TSE,Lion Corporation ,Japan,Household Products,2802,2750,285,284232000,JPY,"[consumer-50]"
9945.TW,Ruentex Development Co.Ltd. ,Taiwan,Real Estate Development,2788,1015,2550,2834510080,TWD,"[]"
078930.KO,GS Holdings Corp. ,South Korea,Industrial Conglomerates,2782,20914,95,92895504,KRW,"[]"
9401.TSE,TBS HoldingsInc. ,Japan,Broadcasting,2768,2586,165,165155008,JPY,"[consumer-50,entertainment-100]"
8905.TSE,AEON Mall Co. Ltd. ,Japan,Real Estate Operating Companies,2764,2917,228,227555008,JPY,"[]"
8299.TWO,Phison Electronics Corp. ,Taiwan,Semiconductors,2755,1506,195,187699008,TWD,"[]"
6471.TSE,NSK Ltd. ,Japan,Industrial Machinery and Supplies and Components,2754,6273,483,488615008,JPY,"[]"
8963.TSE,Invincible Investment Corporation ,Japan,Hotel and Resort REITs,2751,193,7,6737120,JPY,"[]"
128940.KO,Hanmi Pharm. Co. Ltd. ,South Korea,Pharmaceuticals,2745,1061,12,12441700,KRW,"[]"
035900.KQ,JYP Entertainment Corporation ,South Korea,Movies and Entertainment,2744,365,33,33095600,KRW,"[entertainment-100]"
2201.TW,Yulon Motor Company Ltd. ,Taiwan,Automobile Manufacturers,2739,2530,1063,1062470016,TWD,"[]"
3653.TW,Jentech Precision Industrial Co. Ltd ,Taiwan,Semiconductors,2725,396,141,138072992,TWD,"[]"
3086.TSE,J. Front Retailing Co. Ltd. ,Japan,Broadline Retail,2716,2657,262,264294000,JPY,"[consumer-50]"
4927.TSE,Pola Orbis Holdings Inc. ,Japan,Personal Care Products,2683,1199,221,221232000,JPY,"[consumer-50]"
5947.TSE,Rinnai Corporation ,Japan,Household Appliances,2681,2905,143,143206000,JPY,"[]"
005940.KO,NH Investment & Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,2633,6147,350,330982016,KRW,"[]"
9904.TW,Pou Chen Corporation ,Taiwan,Footwear,2622,8321,2947,2946789888,TWD,"[consumer-50]"
196170.KQ,ALTEOGEN Inc. ,South Korea,Biotechnology,2601,53,52,13577300,KRW,"[]"
2385.TW,Chicony Electronics Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,2592,3412,723,722689984,TWD,"[]"
006800.KO,Mirae Asset Securities Co. Ltd. ,South Korea,Diversified Capital Markets,2591,10519,606,469223008,KRW,"[]"
9076.TSE,Seino Holdings Co. Ltd. ,Japan,Cargo Ground Transportation,2578,4414,182,178844992,JPY,"[]"
9404.TSE,Nippon Television Holdings Inc. ,Japan,Broadcasting,2576,2846,255,255083008,JPY,"[consumer-50,entertainment-100]"
2222.TSE,Kotobuki Spirits Co. Ltd. ,Japan,Packaged Foods and Meats,2571,377,156,155596000,JPY,"[]"
251270.KO,Netmarble Corporation ,South Korea,Interactive Home Entertainment,2546,1964,82,81934600,KRW,"[consumer-50]"
8056.TSE,BIPROGY Inc. ,Japan,IT Consulting and Other Services,2540,2415,101,100503000,JPY,"[]"
9987.TSE,Suzuken Co. Ltd. ,Japan,Health Care Distributors,2540,16148,83,82731904,JPY,"[]"
6417.TSE,Sankyo Co. Ltd. ,Japan,Leisure Products,2536,1247,54,58063400,JPY,"[consumer-50]"
2354.TW,Foxconn Technology Co. Ltd. ,Taiwan,Electronic Manufacturing Services,2535,2820,1415,1414480000,TWD,"[tech-100]"
