symbol,name,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm),shares,currency,jakota_indicies
011170.KO,Lotte Chemical Corporation ,South Korea,Commodity Chemicals,4299,16282,43,42490400,KRW,"[]"
3861.TSE,Oji Holdings Corporation ,Japan,Paper Products,4299,11950,991,991201984,JPY,"[]"
5332.TSE,Toto Ltd. ,Japan,Building Products,4295,4871,170,169592000,JPY,"[]"
066970.KQ,L&F Co. Ltd. ,South Korea,Electronic Components,4288,3950,34,21020000,KRW,"[tech-100]"
2105.TW,Cheng Shin Rubber Ind. Co. Ltd. ,Taiwan,Tires and Rubber,4278,3142,3241,3241420032,TWD,"[]"
011070.KO,LG Innotek Co. Ltd. ,South Korea,Electronic Components,4270,15351,24,23664500,KRW,"[tech-100]"
8369.TSE,The Bank of Kyoto Ltd. ,Japan,Regional Banks,4231,772,74,74660200,JPY,"[]"
7012.TSE,Kawasaki Heavy Industries Ltd. ,Japan,Industrial Machinery and Supplies and Components,4222,12315,168,167482000,JPY,"[]"
2615.TW,Wan Hai Lines Ltd. ,Taiwan,Marine Transportation,4209,4920,2806,2806149888,TWD,"[]"
6460.TSE,Sega Sammy Holdings Inc. ,Japan,Leisure Products,4168,2985,221,220800000,JPY,"[consumer-50]"
1476.TW,Eclat Textile Co. Ltd. ,Taiwan,Textiles,4150,1048,274,274367008,TWD,"[]"
9684.TSE,Square Enix Holdings Co. Ltd. ,Japan,Interactive Home Entertainment,4130,2449,120,119729000,JPY,"[consumer-50]"
3288.TSE,Open House Group Co. Ltd. ,Japan,Homebuilding,4127,7407,121,120564000,JPY,"[]"
4042.TSE,Tosoh Corporation ,Japan,Commodity Chemicals,4115,7281,318,318289984,JPY,"[]"
3349.TSE,COSMOS Pharmaceutical Corporation ,Japan,Drug Retail,4087,5924,40,39598900,JPY,"[consumer-50]"
5333.TSE,NGK Insulators Ltd. ,Japan,Industrial Machinery and Supplies and Components,4072,3939,306,306291008,JPY,"[]"
3017.TW,Asia Vital Components Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,4059,1808,383,383310016,TWD,"[]"
6753.TSE,Sharp Corporation ,Japan,Consumer Electronics,4046,17479,649,649273984,JPY,"[consumer-50]"
6845.TSE,Azbil Corporation ,Japan,Electronic Equipment and Instruments,4043,1961,132,131994000,JPY,"[tech-100]"
2875.TSE,Toyo Suisan Kaisha Ltd. ,Japan,Packaged Foods and Meats,4033,3070,102,102128000,JPY,"[]"
8984.TSE,Daiwa House REIT Investment Corporation ,Japan,Diversified REITs,4015,432,2,2320000,JPY,"[]"
6806.TSE,Hirose Electric Co.Ltd. ,Japan,Electronic Components,3988,1225,34,33451300,JPY,"[tech-100]"
000100.KO,Yuhan Corporation ,South Korea,Pharmaceuticals,3985,1383,71,70259800,KRW,"[]"
2610.TW,China Airlines Ltd. ,Taiwan,Passenger Airlines,3965,5343,6022,6021590016,TWD,"[consumer-50]"
005830.KO,DB Insurance Co. Ltd. ,South Korea,Property and Casualty Insurance,3962,15473,60,60043500,KRW,"[]"
088980.KO,Macquarie Korea Infrastructure Fund ,South Korea,Investment Banking and Brokerage,3927,279,436,0,KRW,"[]"
6370.TSE,Kurita Water Industries Ltd. ,Japan,Industrial Machinery and Supplies and Components,3918,2493,112,112402000,JPY,"[]"
2409.TW,AUO Corporation ,Taiwan,Electronic Components,3905,6959,7668,7667879936,TWD,"[tech-100]"
012450.KO,Hanwha Aerospace Co. Ltd. ,South Korea,Aerospace and Defense,3904,5801,51,50569400,KRW,"[]"
9706.TSE,Japan Airport Terminal Co. Ltd. ,Japan,Airport Services,3879,966,93,93136400,JPY,"[]"
2212.TSE,Yamazaki Baking Co. Ltd. ,Japan,Packaged Foods and Meats,3847,7696,206,205955008,JPY,"[]"
2002.TSE,Nisshin Seifun Group Inc. ,Japan,Packaged Foods and Meats,3788,5655,297,297379008,JPY,"[]"
2360.TW,Chroma ATE Inc. ,Taiwan,Electronic Equipment and Instruments,3632,691,424,423710016,TWD,"[tech-100]"
7459.TSE,MediPal Holdings Corporation ,Japan,Health Care Distributors,3577,23574,213,212158000,JPY,"[]"
3116.TSE,Toyota Boshoku Corporation ,Japan,Automotive Parts and Equipment,3512,11960,187,186884000,JPY,"[]"
6113.TSE,Amada Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,3494,2616,346,343828992,JPY,"[]"
6446.TWO,PharmaEssentia Corporation ,Taiwan,Biotechnology,3465,122,331,332679008,TWD,"[]"
034220.KO,LG Display Co. Ltd. ,South Korea,Electronic Components,3462,17632,358,357816000,KRW,"[tech-100]"
5347.TWO,Vanguard International Semiconductor Corporation ,Taiwan,Semiconductors,3461,1314,1639,1638979968,TWD,"[]"
1963.TSE,JGC Holdings Corporation ,Japan,Construction and Engineering,3432,4624,241,240660992,JPY,"[]"
4581.TSE,Taisho Pharmaceutical Holdings Co. Ltd. ,Japan,Pharmaceuticals,3427,2166,82,81979696,JPY,"[]"
1504.TW,TECO Electric & Machinery Co. Ltd. ,Taiwan,Electrical Components and Equipment,3406,1920,2109,2109280000,TWD,"[]"
4536.TSE,Santen Pharmaceutical Co. Ltd. ,Japan,Pharmaceuticals,3405,1977,367,367575008,JPY,"[]"
7453.TSE,Ryohin Keikaku Co. Ltd. ,Japan,Broadline Retail,3402,4017,264,263727008,JPY,"[consumer-50]"
9506.TSE,Tohoku Electric Power Company Incorporated ,Japan,Electric Utilities,3400,21320,500,500012000,JPY,"[]"
8060.TSE,Canon Marketing Japan Inc. ,Japan,Technology Distributors,3397,4157,130,129676000,JPY,"[]"
9142.TSE,Kyushu Railway Company ,Japan,Rail Transportation,3396,2702,157,157120000,JPY,"[]"
2353.TW,Acer Incorporated ,Taiwan,Technology Hardware Storage and Peripherals,3383,7554,3001,3001110016,TWD,"[]"
005070.KO,Cosmo Advanced Materials & Technology Co. Ltd. ,South Korea,Technology Hardware Storage and Peripherals,3380,503,31,30967800,KRW,"[]"
5938.TSE,LIXIL Corporation ,Japan,Building Products,3375,10339,287,287158016,JPY,"[]"
036570.KO,Ncsoft Corporation ,South Korea,Interactive Home Entertainment,3335,1573,20,20307400,KRW,"[consumer-50]"
2368.TW,Gold Circuit Electronics Ltd. ,Taiwan,Electronic Components,3318,974,487,486688000,TWD,"[tech-100]"
5101.TSE,The Yokohama Rubber Co. Ltd. ,Japan,Tires and Rubber,3305,6309,161,160615008,JPY,"[]"
6976.TSE,Taiyo Yuden Co. Ltd. ,Japan,Electronic Components,3304,2147,125,124608000,JPY,"[tech-100]"
3391.TSE,Tsuruha Holdings Inc. ,Japan,Drug Retail,3294,6786,49,48601700,JPY,"[consumer-50]"
6473.TSE,JTEKT Corporation ,Japan,Automotive Parts and Equipment,3286,12118,343,342974016,JPY,"[]"
4613.TSE,Kansai Paint Co. Ltd. ,Japan,Specialty Chemicals,3280,3632,226,227594000,JPY,"[]"
8954.TSE,ORIX JREIT Inc. ,Japan,Office REITs,3260,381,3,2760000,JPY,"[]"
5274.TWO,ASPEED Technology Inc. ,Taiwan,Semiconductors,3248,128,38,37821000,TWD,"[]"
2593.TSE,Ito En Ltd. ,Japan,Soft Drinks and Non-alcoholic Beverages,3225,3093,121,88236400,JPY,"[consumer-50]"
7013.TSE,IHI Corporation ,Japan,Industrial Machinery and Supplies and Components,3222,9594,151,151288000,JPY,"[]"
9989.TSE,Sundrug Co.Ltd. ,Japan,Drug Retail,3214,4884,117,116924000,JPY,"[consumer-50]"
2784.TSE,Alfresa Holdings Corporation ,Japan,Health Care Distributors,3211,19006,194,190636000,JPY,"[]"
9508.TSE,Kyushu Electric Power Company Incorporated ,Japan,Electric Utilities,3210,15777,473,472769984,JPY,"[]"
4403.TSE,NOF Corporation ,Japan,Diversified Chemicals,3206,1487,80,80378304,JPY,"[]"
2371.TW,Tatung Co. Ltd. ,Taiwan,Electrical Components and Equipment,3199,1425,2320,2319869952,TWD,"[]"
3697.TSE,SHIFT Inc. ,Japan,IT Consulting and Other Services,3167,581,18,17635200,JPY,"[]"
3702.TW,WPG Holdings Limited ,Taiwan,Technology Distributors,3160,21424,1679,1679059968,TWD,"[]"
3269.TSE,Advance Residence Investment Corporation ,Japan,Multi-Family Residential REITs,3156,275,1,1430600,JPY,"[]"
3197.TSE,Skylark Holdings Co. Ltd. ,Japan,Restaurants,3152,2296,228,227502000,JPY,"[]"
2331.TSE,Sohgo Security Services Co.Ltd. ,Japan,Security and Alarm Services,3104,3457,506,503012000,JPY,"[]"
2282.TSE,NH Foods Ltd. ,Japan,Packaged Foods and Meats,3091,8787,103,102504000,JPY,"[]"
8111.TSE,Goldwin Inc. ,Japan,Apparel Accessories and Luxury Goods,3035,810,45,45043200,JPY,"[consumer-50]"
9513.TSE,Electric Power Development Co. Ltd. ,Japan,Independent Power Producers and Energy Traders,3024,12449,183,182862000,JPY,"[]"
5110.TSE,Sumitomo Rubber Industries Ltd. ,Japan,Tires and Rubber,2954,7938,263,263008000,JPY,"[]"
4088.TSE,Air Water Inc. ,Japan,Industrial Gases,2898,6987,228,227352000,JPY,"[]"
3132.TSE,Macnica Holdings Inc. ,Japan,Technology Distributors,2891,7376,61,60557000,JPY,"[]"
2449.TW,King Yuan Electronics Co. Ltd. ,Taiwan,Semiconductors,2886,1085,1223,1222739968,TWD,"[]"
3774.TSE,Internet Initiative Japan Inc. ,Japan,Integrated Telecommunication Services,2838,1770,177,176768992,JPY,"[]"
4182.TSE,Mitsubishi Gas Chemical Company Inc. ,Japan,Diversified Chemicals,2817,5355,205,204578000,JPY,"[]"
4530.TSE,Hisamitsu Pharmaceutical Co. Inc. ,Japan,Pharmaceuticals,2816,959,78,77495504,JPY,"[]"
4912.TSE,Lion Corporation ,Japan,Household Products,2802,2750,285,284232000,JPY,"[consumer-50]"
9945.TW,Ruentex Development Co.Ltd. ,Taiwan,Real Estate Development,2788,1015,2550,2834510080,TWD,"[]"
078930.KO,GS Holdings Corp. ,South Korea,Industrial Conglomerates,2782,20914,95,92895504,KRW,"[]"
9401.TSE,TBS HoldingsInc. ,Japan,Broadcasting,2768,2586,165,165155008,JPY,"[consumer-50,entertainment-100]"
6471.TSE,NSK Ltd. ,Japan,Industrial Machinery and Supplies and Components,2754,6273,483,488615008,JPY,"[]"
8963.TSE,Invincible Investment Corporation ,Japan,Hotel and Resort REITs,2751,193,7,6737120,JPY,"[]"
035900.KQ,JYP Entertainment Corporation ,South Korea,Movies and Entertainment,2744,365,33,33095600,KRW,"[entertainment-100]"
3086.TSE,J. Front Retailing Co. Ltd. ,Japan,Broadline Retail,2716,2657,262,264294000,JPY,"[consumer-50]"
4927.TSE,Pola Orbis Holdings Inc. ,Japan,Personal Care Products,2683,1199,221,221232000,JPY,"[consumer-50]"
5947.TSE,Rinnai Corporation ,Japan,Household Appliances,2681,2905,143,143206000,JPY,"[]"
005940.KO,NH Investment & Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,2633,6147,350,330982016,KRW,"[]"
196170.KQ,ALTEOGEN Inc. ,South Korea,Biotechnology,2601,53,52,13577300,KRW,"[]"
2385.TW,Chicony Electronics Co. Ltd. ,Taiwan,Technology Hardware Storage and Peripherals,2592,3412,723,722689984,TWD,"[]"
006800.KO,Mirae Asset Securities Co. Ltd. ,South Korea,Diversified Capital Markets,2591,10519,606,469223008,KRW,"[]"
9076.TSE,Seino Holdings Co. Ltd. ,Japan,Cargo Ground Transportation,2578,4414,182,178844992,JPY,"[]"
9404.TSE,Nippon Television Holdings Inc. ,Japan,Broadcasting,2576,2846,255,255083008,JPY,"[consumer-50,entertainment-100]"
8056.TSE,BIPROGY Inc. ,Japan,IT Consulting and Other Services,2540,2415,101,100503000,JPY,"[]"
6417.TSE,Sankyo Co. Ltd. ,Japan,Leisure Products,2536,1247,54,58063400,JPY,"[consumer-50]"
2354.TW,Foxconn Technology Co. Ltd. ,Taiwan,Electronic Manufacturing Services,2535,2820,1415,1414480000,TWD,"[tech-100]"
1477.TW,Makalot Industrial Co. Ltd. ,Taiwan,Apparel Accessories and Luxury Goods,2524,1021,242,241856992,TWD,"[consumer-50]"
5269.TW,ASMedia Technology Inc. ,Taiwan,Semiconductors,2488,170,69,69363504,TWD,"[]"
8424.TSE,Fuyo General Lease Co. Ltd. ,Japan,Specialized Finance,2474,4346,30,29984200,JPY,"[]"
4812.TSE,Information Services International-Dentsu Ltd. ,Japan,IT Consulting and Other Services,2453,951,65,65068500,JPY,"[]"
5105.TSE,Toyo Tire Corporation ,Japan,Tires and Rubber,2434,3728,154,153939008,JPY,"[]"
4202.TSE,Daicel Corporation ,Japan,Diversified Chemicals,2430,3741,286,285635008,JPY,"[]"
3309.TSE,Sekisui House Reit Inc. ,Japan,Diversified REITs,2423,229,4,4381480,JPY,"[]"
277810.KQ,Rainbow Robotics Co.Ltd. ,South Korea,Industrial Machinery and Supplies and Components,2395,10,19,0,KRW,"[]"
2812.TW,Taichung Commercial Bank Co. Ltd. ,Taiwan,Diversified Banks,2378,468,5226,5226100224,TWD,"[]"
4186.TSE,Tokyo Ohka Kogyo Co. Ltd. ,Japan,Specialty Chemicals,2372,1165,40,40278700,JPY,"[]"
008770.KO,Hotel Shilla Co.Ltd ,South Korea,Other Specialty Retail,2348,3250,38,37113100,KRW,"[]"
9504.TSE,The Chugoku Electric Power Co. Inc. ,Japan,Electric Utilities,2318,12318,360,360249984,JPY,"[]"
7180.TSE,Kyushu Financial GroupInc. ,Japan,Regional Banks,2308,1323,433,432612992,JPY,"[]"
7164.TSE,ZENKOKU HOSHO Co.Ltd. ,Japan,Specialized Finance,2292,350,69,68722896,JPY,"[]"
035250.KO,Kangwon Land Inc. ,South Korea,Casinos and Gaming,2259,1079,203,202739008,KRW,"[]"
6481.TSE,THK Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,2253,2715,123,122581000,JPY,"[]"
071050.KO,Korea Investment Holdings Co. Ltd. ,South Korea,Investment Banking and Brokerage,2240,16480,58,52738500,KRW,"[]"
2049.TW,Hiwin Technologies Corporation ,Taiwan,Industrial Machinery and Supplies and Components,2236,829,354,353792000,TWD,"[]"
9364.TSE,Kamigumi Co. Ltd. ,Japan,Marine Ports and Services,2226,1871,109,107326000,JPY,"[]"
9044.TSE,Nankai Electric Railway Co. Ltd. ,Japan,Rail Transportation,2201,1551,113,113228000,JPY,"[]"
9921.TW,Giant Manufacturing Co. Ltd. ,Taiwan,Leisure Products,2173,2875,392,392064992,TWD,"[consumer-50]"
1662.TSE,Japan Petroleum Exploration Co. Ltd. ,Japan,Oil and Gas Exploration and Production,2131,2346,54,54226300,JPY,"[]"
3226.TSE,Nippon Accommodations Fund Inc. ,Japan,Multi-Family Residential REITs,2090,181,1,503472,JPY,"[]"
180640.KO,Hanjin Kal ,South Korea,Passenger Airlines,2083,184,67,66321800,KRW,"[consumer-50]"
6849.TSE,Nihon Kohden Corporation ,Japan,Health Care Equipment,2068,1459,84,84126400,JPY,"[]"
6324.TSE,Harmonic Drive Systems Inc. ,Japan,Industrial Machinery and Supplies and Components,2056,490,95,95064400,JPY,"[]"
2810.TSE,House Foods Group Inc. ,Japan,Packaged Foods and Meats,2054,1931,98,97538304,JPY,"[]"
9749.TSE,Fuji Soft Incorporated ,Japan,Systems Software,2044,1998,63,62817400,JPY,"[tech-100]"
004370.KO,Nongshim Co. Ltd. ,South Korea,Packaged Foods and Meats,2019,2532,6,5782620,KRW,"[]"
6472.TWO,Bora Pharmaceuticals Co. LTD. ,Taiwan,Pharmaceuticals,2003,512,100,100524000,TWD,"[]"
3563.TSE,Food & Life Companies Ltd. ,Japan,Restaurants,1970,1994,116,115675000,JPY,"[]"
028670.KO,Pan Ocean Co. Ltd. ,South Korea,Marine Transportation,1957,4160,535,534569984,KRW,"[]"
7337.TSE,Hirogin Holdings Inc. ,Japan,Regional Banks,1957,911,308,309841984,JPY,"[]"
8972.TSE,Kenedix Office Investment Corporation ,Japan,Office REITs,1951,247,1,848430,JPY,"[]"
3249.TSE,Industrial & Infrastructure Fund Investment Corporation ,Japan,Industrial REITs,1933,236,2,2113520,JPY,"[]"
039490.KO,Kiwoom Securities Co. Ltd. ,South Korea,Investment Banking and Brokerage,1926,5717,28,24819500,KRW,"[]"
6121.TWO,Simplo Technology Co. Ltd. ,Taiwan,Electronic Components,1924,2839,185,184970000,TWD,"[tech-100]"
6966.TSE,Mitsui High-tec Inc. ,Japan,Semiconductors,1923,1286,37,36607200,JPY,"[]"
3401.TSE,Teijin Limited ,Japan,Commodity Chemicals,1919,7053,192,192315008,JPY,"[]"
8273.TSE,Izumi Co. Ltd. ,Japan,Broadline Retail,1913,3323,72,71496304,JPY,"[consumer-50]"
2206.TW,Sanyang Motor Co. Ltd. ,Taiwan,Motorcycle Manufacturers,1912,1924,792,792158016,TWD,"[consumer-50]"
011790.KO,SKC Co. Ltd. ,South Korea,Commodity Chemicals,1904,2204,34,34005200,KRW,"[]"
5714.TSE,Dowa Holdings Co. Ltd. ,Japan,Diversified Metals and Mining,1897,5264,60,59519400,JPY,"[]"
2811.TSE,Kagome Co. Ltd. ,Japan,Packaged Foods and Meats,1882,1488,86,86075200,JPY,"[]"
001450.KO,Hyundai Marine & Fire Insurance Co. Ltd. ,South Korea,Property and Casualty Insurance,1878,13311,78,78414496,KRW,"[]"
7984.TSE,Kokuyo Co. Ltd. ,Japan,Office Services and Supplies,1843,2200,116,115528000,JPY,"[]"
3549.TSE,Kusuri No Aoki Holdings Co. Ltd. ,Japan,Consumer Staples Merchandise Retail,1834,2753,32,31532000,JPY,"[consumer-50]"
8012.TSE,Nagase & Co. Ltd. ,Japan,Trading Companies and Distributors,1830,6345,115,114567000,JPY,"[]"
6406.TSE,Fujitec Co. Ltd. ,Japan,Industrial Machinery and Supplies and Components,1823,1496,78,77973000,JPY,"[]"
267260.KO,HD Hyundai Electric Co. Ltd. ,South Korea,Heavy Electrical Equipment,1769,1840,36,35992700,KRW,"[]"
5991.TSE,NHK Spring Co. Ltd. ,Japan,Automotive Parts and Equipment,1736,4963,227,226516992,JPY,"[]"
5214.TSE,Nippon Electric Glass Co. Ltd. ,Japan,Electronic Components,1731,2013,93,93042704,JPY,"[tech-100]"
1893.TSE,Penta-Ocean Construction Co. Ltd. ,Japan,Construction and Engineering,1709,3612,285,285158016,JPY,"[]"
6781.TW,Advanced Energy Solution Holding Co. Ltd. ,Taiwan,Electrical Components and Equipment,1695,409,85,85419000,TWD,"[]"
112610.KO,CS Wind Corporation ,South Korea,Heavy Electrical Equipment,1666,1141,41,41429500,KRW,"[]"
7163.TSE,SBI Sumishin Net Bank Ltd. ,Japan,Diversified Banks,1636,638,151,0,JPY,"[]"
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp. ,Taiwan,Heavy Electrical Equipment,1622,648,486,485807008,TWD,"[]"
4902.TSE,Konica Minolta Inc. ,Japan,Technology Hardware Storage and Peripherals,1612,7947,494,494097984,JPY,"[]"
081660.KO,FILA Holdings Corporation ,South Korea,Apparel Accessories and Luxury Goods,1601,3213,60,60095800,KRW,"[consumer-50]"
4631.TSE,DIC Corporation ,Japan,Specialty Chemicals,1560,7249,95,94652800,JPY,"[]"
2492.TW,Walsin Technology Corporation ,Taiwan,Electronic Components,1543,1020,485,484804000,TWD,"[tech-100]"
1332.TSE,Nissui Corporation ,Japan,Packaged Foods and Meats,1536,5421,311,311232992,JPY,"[]"
7313.TSE,TS TECH Co. Ltd. ,Japan,Automotive Parts and Equipment,1479,2907,128,127505000,JPY,"[]"
3005.TW,Getac Holdings Corporation ,Taiwan,Technology Hardware Storage and Peripherals,1466,1098,608,608318016,TWD,"[]"
5706.TSE,Mitsui Mining & Smelting Co. Ltd. ,Japan,Diversified Metals and Mining,1465,4388,57,57138100,JPY,"[]"
3360.TSE,Ship Healthcare Holdings Inc. ,Japan,Health Care Distributors,1447,4133,94,94350200,JPY,"[]"
4540.TSE,Tsumura & Co. ,Japan,Pharmaceuticals,1428,987,76,76391400,JPY,"[]"
8628.TSE,Matsui Securities Co. Ltd. ,Japan,Investment Banking and Brokerage,1428,206,257,257204992,JPY,"[]"
6412.TW,Chicony Power Technology Co. Ltd. ,Taiwan,Electrical Components and Equipment,1419,1215,399,399040992,TWD,"[]"
079550.KO,LIG Nex1 Co. Ltd. ,South Korea,Aerospace and Defense,1414,1819,22,21794400,KRW,"[]"
1210.TW,Great Wall Enterprise Co. Ltd. ,Taiwan,Packaged Foods and Meats,1413,3700,846,845707008,TWD,"[]"
139480.KO,E-MART Inc. ,South Korea,Consumer Staples Merchandise Retail,1392,22465,27,26788400,KRW,"[consumer-50]"
8377.TSE,Hokuhoku Financial Group Inc. ,Japan,Regional Banks,1380,1163,125,124586000,JPY,"[]"
2006.TW,Tung Ho Steel Enterprise Corporation ,Taiwan,Steel,1377,1860,730,730214016,TWD,"[]"
5631.TSE,The Japan Steel Works Ltd. ,Japan,Industrial Machinery and Supplies and Components,1375,1718,74,73595504,JPY,"[]"
5393.TSE,Nichias Corporation ,Japan,Building Products,1368,1678,66,66331800,JPY,"[]"
2379.TSE,DIP Corporation ,Japan,Human Resource and Employment Services,1366,365,55,55002300,JPY,"[]"
4887.TSE,Sawai Group Holdings Co. Ltd. ,Japan,Pharmaceuticals,1344,1419,44,43803300,JPY,"[]"
7867.TSE,TOMY Company Ltd. ,Japan,Leisure Products,1339,1320,91,90724896,JPY,"[consumer-50]"
8078.TSE,Hanwa Co. Ltd. ,Japan,Trading Companies and Distributors,1324,18061,41,40637000,JPY,"[]"
298050.KO,Hyosung Advanced Materials Corporation ,South Korea,Commodity Chemicals,1294,2630,5,4468020,KRW,"[]"
8956.TSE,NTT UD REIT Investment Corporation ,Japan,Diversified REITs,1294,169,1,1401640,JPY,"[]"
1808.TW,Run Long Construction Co. Ltd. ,Taiwan,Construction and Engineering,1287,293,451,451025984,TWD,"[]"
000250.KQ,Sam Chun Dang Pharm. Co. Ltd ,South Korea,Pharmaceuticals,1286,137,23,21405800,KRW,"[]"
3591.TSE,Wacoal Holdings Corp. ,Japan,Apparel Accessories and Luxury Goods,1271,1303,57,58031200,JPY,"[consumer-50]"
9746.TSE,TKC Corporation ,Japan,Data Processing and Outsourced Services,1269,494,52,52426700,JPY,"[]"
2606.TW,U-Ming Marine Transport Corporation ,Taiwan,Marine Transportation,1256,444,845,845056000,TWD,"[]"
039030.KQ,EO Technics Co. Ltd. ,South Korea,Semiconductor Materials and Equipment,1251,298,12,12316700,KRW,"[tech-100,semiconductors-25]"
2889.TW,IBF Financial Holdings Co. Ltd. ,Taiwan,Diversified Capital Markets,1247,206,3447,3447379968,TWD,"[]"
3865.TSE,Hokuetsu Corporation ,Japan,Paper Products,1247,2149,168,168080992,JPY,"[]"
2498.TW,HTC Corporation ,Taiwan,Technology Hardware Storage and Peripherals,1242,142,831,833126016,TWD,"[]"
2645.TW,Evergreen Aviation Technologies Corporation ,Taiwan,Aerospace and Defense,1233,421,375,0,TWD,"[]"
7732.TSE,Topcon Corporation ,Japan,Electronic Equipment and Instruments,1232,1510,105,105297000,JPY,"[tech-100]"
9861.TSE,Yoshinoya Holdings Co. Ltd. ,Japan,Restaurants,1228,1232,65,64680100,JPY,"[]"
4928.TSE,Noevir Holdings Co. Ltd. ,Japan,Personal Care Products,1226,430,34,34156400,JPY,"[consumer-50]"
026960.KO,Dong Suh Companies Inc. ,South Korea,Food Distributors,1225,396,99,98672496,KRW,"[]"
2015.TW,Feng Hsin Steel Co. Ltd. ,Taiwan,Steel,1214,1140,582,581598976,TWD,"[]"
8020.TSE,Kanematsu Corporation ,Japan,Trading Companies and Distributors,1208,6304,84,83474200,JPY,"[]"
3186.TSE,NEXTAGE Co. Ltd. ,Japan,Automotive Retail,1205,3333,80,79563696,JPY,"[consumer-50]"
6323.TSE,Rorze Corporation ,Japan,Semiconductor Materials and Equipment,1203,641,18,17281300,JPY,"[tech-100,semiconductors-25]"
3105.TSE,Nisshinbo Holdings Inc. ,Japan,Industrial Conglomerates,1194,3656,157,157110000,JPY,"[]"
000120.KO,CJ Logistics Corporation ,South Korea,Air Freight and Logistics,1189,9041,20,19944900,KRW,"[]"
2458.TW,ELAN Microelectronics Corporation ,Taiwan,Semiconductors,1180,328,285,284584992,TWD,"[]"
121600.KQ,Advanced Nano Products Co. Ltd. ,South Korea,Specialty Chemicals,1179,62,12,10585800,KRW,"[]"
9505.TSE,Hokuriku Electric Power Company ,Japan,Electric Utilities,1175,5858,209,208748992,JPY,"[]"
7630.TSE,Ichibanya Co. Ltd. ,Japan,Restaurants,1166,357,32,31905000,JPY,"[]"
6457.TSE,Glory Ltd. ,Japan,Industrial Machinery and Supplies and Components,1151,1885,56,55591300,JPY,"[]"
9409.TSE,TV Asahi Holdings Corporation ,Japan,Broadcasting,1151,2103,102,101603000,JPY,"[consumer-50,entertainment-100]"
8154.TSE,Kaga Electronics Co.Ltd. ,Japan,Technology Distributors,1150,4125,26,26261100,JPY,"[]"
7451.TSE,Mitsubishi Shokuhin Co. Ltd. ,Japan,Food Distributors,1147,13955,43,43438300,JPY,"[]"
253450.KQ,Studio Dragon Corporation ,South Korea,Movies and Entertainment,1142,603,30,28051500,KRW,"[entertainment-100]"
6274.TWO,Taiwan Union Technology Corporation ,Taiwan,Electronic Components,1137,516,269,269152000,TWD,"[tech-100]"
6960.TSE,Fukuda Denshi Co. Ltd. ,Japan,Health Care Equipment,1118,942,30,30250000,JPY,"[]"
003230.KO,Samyang Foods Co. Ltd. ,South Korea,Packaged Foods and Meats,1112,746,8,7458130,KRW,"[]"
7966.TSE,LINTEC Corporation ,Japan,Commodity Chemicals,1110,1938,68,68358800,JPY,"[]"
2154.TSE,Open Up Group Inc. ,Japan,Human Resource and Employment Services,1070,1118,87,86808000,JPY,"[]"
8415.TWO,Brighton-Best International (Taiwan) Inc. ,Taiwan,Trading Companies and Distributors,1070,840,1023,1022520000,TWD,"[]"
034230.KQ,PARADISE Co. Ltd. ,South Korea,Casinos and Gaming,1037,645,86,78031400,KRW,"[]"
8478.TW,Alexander Marine Co. Ltd. ,Taiwan,Leisure Products,1027,182,88,87972000,TWD,"[consumer-50]"
2337.TSE,Ichigo Inc. ,Japan,Real Estate Operating Companies,1011,441,453,453388992,JPY,"[]"
9948.TSE,ARCS Company Limited ,Japan,Food Retail,1006,4086,55,55178800,JPY,"[consumer-50]"
1820.TSE,Nishimatsu Construction Co. Ltd. ,Japan,Construction and Engineering,995,2450,40,39472500,JPY,"[]"
2101.TW,Nankang Rubber Tire Corp.Ltd. ,Taiwan,Tires and Rubber,985,228,834,833934976,TWD,"[]"
8698.TSE,Monex Group Inc. ,Japan,Investment Banking and Brokerage,984,546,256,256364992,JPY,"[]"
267270.KO,HD Hyundai Construction Equipment Co.Ltd. ,South Korea,Construction Machinery and Heavy Transportation Equipment,981,2854,18,18203300,KRW,"[]"
120110.KO,Kolon Industries Inc. ,South Korea,Commodity Chemicals,978,4007,30,27512100,KRW,"[]"
7780.TSE,Menicon Co. Ltd. ,Japan,Health Care Supplies,971,773,76,76011104,JPY,"[]"
7004.TSE,Hitachi Zosen Corporation ,Japan,Industrial Machinery and Supplies and Components,969,3450,169,168528000,JPY,"[]"
6271.TW,Tong Hsing Electronic Industries Ltd. ,Taiwan,Electronic Components,967,409,209,209058000,TWD,"[tech-100]"
8803.TSE,Heiwa Real Estate Co. Ltd. ,Japan,Diversified Real Estate Activities,959,292,36,35961000,JPY,"[]"
214450.KQ,PharmaResearch Co. Ltd. ,South Korea,Biotechnology,952,169,10,9466220,KRW,"[]"
8368.TSE,The Hyakugo Bank Ltd. ,Japan,Regional Banks,951,670,254,253582000,JPY,"[]"
2607.TW,Evergreen International Storage & Transport Corporation ,Taiwan,Marine Ports and Services,946,544,1067,1067139968,TWD,"[]"
